name,planet_status,mass,radius,orbital_period,semi_major_axis,eccentricity,star_metallicity,detection_type,discovered
HIP 97166 b,Confirmed,0.063,0.2444,10.28891,0.089,0.16,0.27,Primary Transit,2021-01-01
HR 8799 b,Confirmed,7.0,1.2,164250.0,68.0,0.0,-0.47,Imaging,2008-01-01
HR 8799 c,Confirmed,8.3,1.3,82145.0,42.9,0.0,-0.47,Imaging,2008-01-01
HR 8799 d,Confirmed,8.3,1.2,41054.0,27.0,0.1,-0.47,Imaging,2008-01-01
HR 8799 e,Confirmed,9.6,1.17,18000.0,16.4,0.15,-0.47,Imaging,2010-01-01
K2-106 b,Confirmed,0.0245,0.14952,0.5713127,0.01314,0.0,0.13,Primary Transit,2016-01-01
K2-106 c,Confirmed,0.018,0.2534,13.339079,0.1091,0.18,0.13,Primary Transit,2016-01-01
K2-108 b,Confirmed,0.187,0.476,4.733999,0.0581,0.18,0.36,Primary Transit,2017-01-01
K2-110 b,Confirmed,0.0525,0.228,13.86387,0.1027,0.079,-0.21,Primary Transit,2017-01-01
K2-111 b,Confirmed,0.01664,0.162,5.3518,0.057,0.13,-0.46,Primary Transit,2017-01-01
K2-113 b,Confirmed,1.28,1.083,5.817685,0.0642,0.0,0.27,Primary Transit,2017-01-01
K2-114 b,Confirmed,1.85,0.952,11.391013,0.0954,0.0,0.39,Primary Transit,2017-01-01
K2-115 b,Confirmed,0.84,1.115,20.273034,0.1367,0.137,-0.1,Primary Transit,2017-01-01
K2-124 b,Confirmed,0.033,0.259,6.413651,0.049,0.08,0.023,Primary Transit,2017-01-01
K2-132 b,Confirmed,0.49,1.3,9.1751,0.0916,0.29,-0.01,Primary Transit,2017-01-01
K2-137 b,Confirmed,0.5,0.079,0.179715,0.0058,0.0,0.08,Primary Transit,2017-01-01
K2-138 b,Confirmed,0.0098,0.14,2.35322,0.0338,0.403,0.16,Primary Transit,2017-01-01
K2-138 c,Confirmed,0.0198,0.225,3.55987,0.04454,0.296,0.16,Primary Transit,2017-01-01
K2-138 d,Confirmed,0.0249,0.237,5.40478,0.05883,0.348,0.16,Primary Transit,2017-01-01
K2-138 e,Confirmed,0.0409,0.294,8.26144,0.07807,0.315,0.16,Primary Transit,2017-01-01
K2-138 f,Confirmed,0.005,0.251,12.75759,0.1043,0.364,0.16,Primary Transit,2017-01-01
K2-138 g,Confirmed,0.0135,0.2688,41.96797,0.231,0.059,0.16,Primary Transit,2018-01-01
K2-139 b,Confirmed,0.381,0.813,28.380619,0.1796,0.0,0.24,Primary Transit,2017-01-01
K2-140 b,Confirmed,0.93,1.093,6.56918,0.0687,0.12,0.13,Primary Transit,2017-01-01
K2-146 b,Confirmed,0.01816,0.183,2.6446,0.027,0.129,-0.02,Primary Transit,2018-01-01
K2-146 c,Confirmed,0.02358,0.195,4.00498,0.034,0.075,-0.02,Primary Transit,2019-01-01
K2-182 b,Confirmed,0.063,0.24,4.7369683,0.0526,0.04,0.09,Primary Transit,2018-01-01
K2-18 b,Confirmed,0.02807,0.211,32.939623,0.1429,0.2,0.12,Primary Transit,2015-01-01
K2-199 b,Confirmed,0.0217,0.1543,3.2253993,0.0382,0.02,-0.11,Primary Transit,2018-01-01
K2-199 c,Confirmed,0.039,0.2543,7.3744897,0.0662,0.03,-0.11,Primary Transit,2018-01-01
K2-19 b,Confirmed,0.1019,0.691,7.9194,0.074,0.2,0.1,Primary Transit,2015-01-01
K2-19 c,Confirmed,0.034,0.434,11.90715,0.0971,0.21,0.1,Primary Transit,2015-01-01
K2-216 b,Confirmed,0.02517,0.156,2.1748,0.028,0.0,0.0,Primary Transit,2018-01-01
K2-21 b,Confirmed,0.00623,0.164,9.00315,0.076,0.1,-0.11,Primary Transit,2015-01-01
K2-21 c,Confirmed,0.01561,0.222,15.0,0.107,0.21,-0.11,Primary Transit,2015-01-01
K2-222 b,Confirmed,0.0179,0.215,15.3863,0.1211,0.16,-0.21,Primary Transit,2018-01-01
K2-229 b,Confirmed,0.00815,0.102,0.58426,0.0131,0.0,-0.09,Primary Transit,2018-01-01
K2-229 c,Confirmed,0.067,0.181,8.32727,0.0769,0.0,-0.09,Primary Transit,2018-01-01
K2-229 d,Confirmed,0.079,0.2364,31.0,0.182,0.39,-0.09,Primary Transit,2018-01-01
K2-232 Ab,Confirmed,0.398,1.0,11.168454,0.10356,0.258,0.1,Primary Transit,2018-01-01
K2-233 b,Confirmed,0.0104,0.125,2.46746,0.03317,0.0,0.07,Primary Transit,2018-01-01
K2-233 d,Confirmed,0.0261,0.236,24.3662,0.1527,0.0,0.07,Primary Transit,2018-01-01
K2-236 b,Confirmed,0.085,0.514,19.49221,0.1493,0.0,0.1,Primary Transit,2018-01-01
K2-237 b,Confirmed,1.236,1.642,2.1805577,0.0353,0.0,0.0,Primary Transit,2018-01-01
K2-238 b,Confirmed,0.86,1.3,3.20466,0.046,0.0,0.34,Primary Transit,2018-01-01
K2-24 b,Confirmed,0.05978,0.50299,20.88257,0.1673,0.06,0.41,Primary Transit,2016-01-01
K2-24 c,Confirmed,0.0516,0.7075,42.34732,0.262,0.0282,0.41,Primary Transit,2016-01-01
K2-260 Ab,Confirmed,1.42,1.552,2.6266657,0.0404,0.0,-0.14,Primary Transit,2018-01-01
